slice_name,condition_id,condition_label,target_id,target_label,prompt_text,repeat_index,max_rounds,baseline_image_path,final_winner_image_path,baseline_clip_score,baseline_siglip_score,baseline_dinov2_score,baseline_lpips_score,baseline_oracle_score,final_clip_score,final_siglip_score,final_dinov2_score,final_lpips_score,final_oracle_score
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_10a4942cb2eb.png,0.715891,0.620311,-0.002904,0.649554,0.05984399039110369,0.752028,0.709872,0.126912,0.622222,0.8624933435592511
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_29f63aaefb5d.png,0.714005,0.671604,0.055635,0.731992,0.0716978143807412,0.845826,0.726263,-0.022985,0.587805,0.7999999999999999
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_92e99c3c7d21.png,0.813467,0.701371,0.080102,0.580017,0.7980402205107026,0.813467,0.701371,0.080102,0.580017,0.7049484707256048
caption_source_slice,human_caption,Human caption,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .","A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_0647ac5b3d29.png,0.560959,0.537647,0.232983,0.769059,0.15,0.679286,0.693712,0.586819,0.756784,0.7747210840632288
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",there is a woman sitting on a rock with a backpack on her lap,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_a86dd67dee98.png,0.69069,0.616752,0.341228,0.758839,0.5368640192197979,0.729252,0.644307,0.510878,0.718603,0.913655392261815
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",there is a woman sitting on a rock with a backpack on her lap,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_1663d43d8644.png,0.738117,0.685505,0.496917,0.661534,0.9999999999999999,0.738117,0.685505,0.496917,0.661534,0.9999999999999999
caption_source_slice,human_caption,Human caption,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,A black and brown dog is walking in the water and looking at the camera .,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_d7f26850d1af.png,0.845139,0.810432,0.085019,0.797215,0.38329042859099,0.853914,0.84552,0.039016,0.673997,0.7999999999999999
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,there is a dog that is swimming in the water with a frisbee in it ' s mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_49e4920643d1.png,0.788287,0.71613,0.085892,0.708744,0.17511061117360352,0.843966,0.782917,0.164103,0.737218,0.8388957033286965
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,there is a dog that is swimming in the water with it ' s head above the water,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_4591c5ad6e66.png,0.812948,0.747858,0.140364,0.767535,0.2867905224883348,0.880878,0.850083,0.231752,0.701549,0.8660482070635712
caption_source_slice,human_caption,Human caption,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,A basketball player preparing to shoot the ball,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_98530327e8d5.png,0.748998,0.740951,0.654477,0.633658,0.980599096414492,0.756559,0.747464,0.661469,0.634468,0.9999999999999999
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,this is an image of a basketball player taking a shot at a game,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_52a353b7176b.png,0.720149,0.713437,0.655336,0.653665,0.4810151260753104,0.784427,0.746862,0.723296,0.644926,0.9610539083202597
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,this is an image of a basketball player taking a shot in the air,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_81685abf7c68.png,0.793407,0.756219,0.724481,0.681612,0.8967444693592096,0.769693,0.761976,0.829425,0.604106,0.9999999999999999
caption_source_slice,human_caption,Human caption,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_44b682cffb28.png,0.82568,0.842241,0.696517,0.763746,0.6740347847547021,0.86422,0.875459,0.697725,0.733422,0.880938790987287
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,there is a little boy that is riding a bike down the street,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_e46fc62f7bf9.png,0.759325,0.815756,0.396701,0.722861,0.0,0.829043,0.857418,0.745924,0.706015,0.9236554489796464
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,there is a little boy that is riding his bike down the street,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_ec6f085834ef.png,0.842121,0.890682,0.72681,0.769811,0.8788834112789495,0.822234,0.869705,0.791587,0.702291,0.9034833064232872
caption_source_slice,human_caption,Human caption,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,A car is driven on a dusty track .,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_ad90287447be.png,0.855687,0.875489,0.63212,0.750372,0.9078292865429632,0.884069,0.840851,0.74696,0.694018,0.921756943318073
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,there is a red and white car driving on a dirt road,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_eb2baf56119e.png,0.639335,0.628323,0.264061,0.779556,0.6247630567257199,0.683986,0.740507,0.227185,0.756238,0.9297366940437389
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,there is a red and white car driving on a dirt track,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_bbe5c92aadd9.png,0.575689,0.702634,0.276238,0.781713,0.5102137762301238,0.833285,0.846285,0.435233,0.805628,0.8770146883684
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_30586f51445d.png,0.705649,0.649295,0.092587,0.650483,0.705649,0.844275,0.705041,0.192797,0.623809,0.844275
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_c67251449385.png,0.704078,0.608946,0.049605,0.651386,0.608946,0.766308,0.720161,0.030092,0.64287,0.720161
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_f14b2021bbd1.png,0.724935,0.682247,0.074792,0.633268,0.284395128049754,0.827979,0.72668,0.070775,0.679376,0.8446975908789194
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",there is a woman sitting on a rock with a backpack on her lap,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_d49d062a4c37.png,0.681341,0.528089,0.385487,0.798981,0.681341,0.786127,0.696186,0.50684,0.746111,0.786127
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",there is a woman sitting on a rock with a backpack on her lap,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_2a808a0d7eed.png,0.695395,0.587873,0.315576,0.799638,0.587873,0.759945,0.664328,0.497153,0.785017,0.664328
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",there is a woman sitting on a rock with a backpack on her lap,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_7f76661aaaa6.png,0.593992,0.563025,0.221572,0.750202,0.04196497864153649,0.77772,0.664322,0.465884,0.696371,0.893577193083709
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,there is a dog that is swimming in the water with it ' s head above the water,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_cfcbccddc27a.png,0.844196,0.815953,0.242283,0.753099,0.844196,0.883272,0.840459,0.119477,0.761457,0.883272
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,there is a dog that is swimming in the water with it ' s head above the water,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_4ccca548315c.png,0.814709,0.747214,0.286782,0.798004,0.747214,0.867723,0.876517,0.450842,0.721089,0.876517
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an,A black and brown dog is walking in the water and looking at the camera .,there is a dog that is swimming in the water with it ' s head above the water,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_03_a_black_and_brown_dog_is_walking_in_the_water_an\repeat_1\runtime\artifacts\cand_a9b556384c3d.png,0.777083,0.737702,0.188132,0.766682,0.26796037496044023,0.90502,0.844468,0.259859,0.73532,0.9709307238963637
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,this is an image of a basketball player taking a shot in the air,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_17945f1563f0.png,0.556603,0.589776,0.285921,0.790179,0.556603,0.803483,0.760278,0.753289,0.625405,0.803483
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,this is an image of a basketball player taking a shot in the air,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_c9cf84540843.png,0.742906,0.766557,0.715602,0.698685,0.766557,0.742906,0.766557,0.715602,0.698685,0.766557
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball,A basketball player preparing to shoot the ball,this is an image of a basketball player taking a shot in the air,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_04_a_basketball_player_preparing_to_shoot_the_ball\repeat_1\runtime\artifacts\cand_c1ea70b533ea.png,0.73357,0.732189,0.719112,0.641245,0.9999999999999999,0.809034,0.75481,0.757463,0.629915,0.9468716260334166
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,there is a little boy that is riding his bike down the street,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_81e194d4bd5c.png,0.781596,0.852376,0.703887,0.675428,0.781596,0.842177,0.866261,0.693716,0.685687,0.842177
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,there is a little boy that is riding his bike down the street,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_109f6a88d23a.png,0.692722,0.822452,0.289595,0.725094,0.822452,0.827291,0.888812,0.696042,0.770065,0.888812
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .,there is a little boy that is riding his bike down the street,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_05_a_little_boy_with_a_blue_shirt_is_wearing_a_helm\repeat_1\runtime\artifacts\cand_5eb778806d4a.png,0.75614,0.867774,0.593562,0.648691,0.3712437498292308,0.853282,0.861008,0.794411,0.757435,0.8499999999999999
oracle_metric_slice,clip_only,CLIP oracle,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,there is a red and white car driving on a dirt track,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\clip_only\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_413f16adb27a.png,0.725052,0.739555,0.528518,0.812447,0.725052,0.842208,0.802366,0.574096,0.674568,0.842208
oracle_metric_slice,siglip_only,SigLIP oracle,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,there is a red and white car driving on a dirt track,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\siglip_only\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_2d7fae0c7a59.png,0.774561,0.761709,0.39203,0.76977,0.761709,0.813311,0.820158,0.464738,0.692493,0.820158
oracle_metric_slice,multimetric_mix,Multi-metric oracle,flickr8k_08_a_car_is_driven_on_a_dusty_track,A car is driven on a dusty track .,there is a red and white car driving on a dirt track,1,4,,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\oracle_metric_slice\multimetric_mix\flickr8k_08_a_car_is_driven_on_a_dusty_track\repeat_1\runtime\artifacts\cand_85e2d30a97b8.png,0.698874,0.779501,0.363176,0.741668,0.660840507051107,0.778417,0.780767,0.400893,0.747049,0.9458104862755936
