slice_id,policy_id,policy_label,target_id,target_label,sampler,updater,feedback_mode,max_rounds,baseline_score,final_best_score,delta_baseline_to_final,baseline_image_path,first_round_best_image_path,final_best_image_path,target_path,trace_report
sampler_slice,random_local,Random local,mountain_lake,Mountain lake landscape,random_local,linear_preference,winner_only,5,0.799595,0.85089,0.051295,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\mountain_lake\runtime\artifacts\cand_157dd67f8aea.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\mountain_lake\runtime\artifacts\cand_157dd67f8aea.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\mountain_lake\runtime\artifacts\cand_121514c6e16e.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\sampler_slice\random_local\mountain_lake\trace_report.html
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,exploit_orthogonal,linear_preference,winner_only,5,0.818948,0.828909,0.009961,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_3561558405e2.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_af4c15fec7dc.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_5f1c2ef8ab5b.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\sampler_slice\exploit_orthogonal\mountain_lake\trace_report.html
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,diversity_shell,linear_preference,winner_only,5,0.807141,0.849668,0.042528,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_5e341879baa7.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_3e593a4165a8.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e02fdb509809.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\sampler_slice\diversity_shell\mountain_lake\trace_report.html
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,line_search,linear_preference,winner_only,5,0.793645,0.857305,0.06366,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_af15281131f8.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d38322f65fc1.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_04eaeed678c6.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\sampler_slice\line_search\mountain_lake\trace_report.html
feedback_slice,winner_average_winner_only,Winner average + winner only,mountain_lake,Mountain lake landscape,exploit_orthogonal,winner_average,winner_only,5,0.752595,0.858373,0.105778,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_fd1e21721ac2.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_111ca9446aad.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_111ca9446aad.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\feedback_slice\winner_average_winner_only\mountain_lake\trace_report.html
feedback_slice,linear_winner_only,Linear preference + winner only,mountain_lake,Mountain lake landscape,exploit_orthogonal,linear_preference,winner_only,5,0.798201,0.854379,0.056178,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\mountain_lake\runtime\artifacts\cand_73766e4d682b.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\mountain_lake\runtime\artifacts\cand_73766e4d682b.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\mountain_lake\runtime\artifacts\cand_c910e0af9061.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\feedback_slice\linear_winner_only\mountain_lake\trace_report.html
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,mountain_lake,Mountain lake landscape,exploit_orthogonal,score_weighted_preference,scalar_rating,5,0.815325,0.857129,0.041804,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\mountain_lake\runtime\artifacts\cand_6e06f92dfad6.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\mountain_lake\runtime\artifacts\cand_709f96030007.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\mountain_lake\runtime\artifacts\cand_9bc6d2155e02.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\feedback_slice\score_weighted_scalar\mountain_lake\trace_report.html
feedback_slice,contrastive_top_k,Contrastive + top-k ranking,mountain_lake,Mountain lake landscape,exploit_orthogonal,contrastive_preference,top_k,5,0.812759,0.834495,0.021736,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\mountain_lake\runtime\artifacts\cand_700155ea359c.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\mountain_lake\runtime\artifacts\cand_1d4fd59a5684.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\mountain_lake\runtime\artifacts\cand_331d949ab4eb.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Mountain%20lake.jpg,runs\feedback_slice\contrastive_top_k\mountain_lake\trace_report.html
sampler_slice,random_local,Random local,cat_portrait_bw,Black-and-white cat portrait,random_local,linear_preference,winner_only,5,0.839868,0.871319,0.031452,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\cat_portrait_bw\runtime\artifacts\cand_ba85839581b4.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\cat_portrait_bw\runtime\artifacts\cand_7e36be2ef2da.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\cat_portrait_bw\runtime\artifacts\cand_05d6c56330e5.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\sampler_slice\random_local\cat_portrait_bw\trace_report.html
sampler_slice,exploit_orthogonal,Exploit orthogonal,cat_portrait_bw,Black-and-white cat portrait,exploit_orthogonal,linear_preference,winner_only,5,0.825485,0.865046,0.039561,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\cat_portrait_bw\runtime\artifacts\cand_09aef9b3e8ad.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\cat_portrait_bw\runtime\artifacts\cand_1b06cbb1038d.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\cat_portrait_bw\runtime\artifacts\cand_1b06cbb1038d.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\sampler_slice\exploit_orthogonal\cat_portrait_bw\trace_report.html
sampler_slice,diversity_shell,Diversity shell,cat_portrait_bw,Black-and-white cat portrait,diversity_shell,linear_preference,winner_only,5,0.812058,0.891219,0.079161,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\cat_portrait_bw\runtime\artifacts\cand_59cc3340d97c.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\cat_portrait_bw\runtime\artifacts\cand_ddcc08c6edbb.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\cat_portrait_bw\runtime\artifacts\cand_233f601987ee.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\sampler_slice\diversity_shell\cat_portrait_bw\trace_report.html
sampler_slice,line_search,Line search,cat_portrait_bw,Black-and-white cat portrait,line_search,linear_preference,winner_only,5,0.8395,0.877086,0.037587,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\cat_portrait_bw\runtime\artifacts\cand_787802d2fa2e.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\cat_portrait_bw\runtime\artifacts\cand_367e90a31c46.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\cat_portrait_bw\runtime\artifacts\cand_15702ac1d99e.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\sampler_slice\line_search\cat_portrait_bw\trace_report.html
feedback_slice,winner_average_winner_only,Winner average + winner only,cat_portrait_bw,Black-and-white cat portrait,exploit_orthogonal,winner_average,winner_only,5,0.852753,0.861059,0.008305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\cat_portrait_bw\runtime\artifacts\cand_86ac0a85ab2a.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\cat_portrait_bw\runtime\artifacts\cand_482667f07a48.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\cat_portrait_bw\runtime\artifacts\cand_482667f07a48.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\feedback_slice\winner_average_winner_only\cat_portrait_bw\trace_report.html
feedback_slice,linear_winner_only,Linear preference + winner only,cat_portrait_bw,Black-and-white cat portrait,exploit_orthogonal,linear_preference,winner_only,5,0.854875,0.875571,0.020696,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\cat_portrait_bw\runtime\artifacts\cand_6c9bc446c762.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\cat_portrait_bw\runtime\artifacts\cand_6c9bc446c762.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\cat_portrait_bw\runtime\artifacts\cand_4e43d506b0c8.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\feedback_slice\linear_winner_only\cat_portrait_bw\trace_report.html
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,cat_portrait_bw,Black-and-white cat portrait,exploit_orthogonal,score_weighted_preference,scalar_rating,5,0.838019,0.878293,0.040273,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\cat_portrait_bw\runtime\artifacts\cand_d78cea186078.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\cat_portrait_bw\runtime\artifacts\cand_502570e1a0f7.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\cat_portrait_bw\runtime\artifacts\cand_17543141c252.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\feedback_slice\score_weighted_scalar\cat_portrait_bw\trace_report.html
feedback_slice,contrastive_top_k,Contrastive + top-k ranking,cat_portrait_bw,Black-and-white cat portrait,exploit_orthogonal,contrastive_preference,top_k,5,0.850575,0.872001,0.021426,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\cat_portrait_bw\runtime\artifacts\cand_364af5494d93.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\cat_portrait_bw\runtime\artifacts\cand_364af5494d93.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\cat_portrait_bw\runtime\artifacts\cand_eb11dac3d588.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\Cat_portrait_B%26W.JPG,runs\feedback_slice\contrastive_top_k\cat_portrait_bw\trace_report.html
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,random_local,linear_preference,winner_only,5,0.891235,0.904959,0.013724,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\red_bicycle\runtime\artifacts\cand_ad9a930501a2.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\red_bicycle\runtime\artifacts\cand_ad9a930501a2.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\red_bicycle\runtime\artifacts\cand_ed439a470887.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\sampler_slice\random_local\red_bicycle\trace_report.html
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,exploit_orthogonal,linear_preference,winner_only,5,0.840345,0.906049,0.065704,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\red_bicycle\runtime\artifacts\cand_75574d0ccd3d.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\red_bicycle\runtime\artifacts\cand_75574d0ccd3d.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\red_bicycle\runtime\artifacts\cand_824f4ebba572.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\sampler_slice\exploit_orthogonal\red_bicycle\trace_report.html
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,diversity_shell,linear_preference,winner_only,5,0.868219,0.905322,0.037103,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\red_bicycle\runtime\artifacts\cand_dbd0b895a6a6.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\red_bicycle\runtime\artifacts\cand_2eab526ff002.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\red_bicycle\runtime\artifacts\cand_8e30ef9d9d9d.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\sampler_slice\diversity_shell\red_bicycle\trace_report.html
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,line_search,linear_preference,winner_only,5,0.853593,0.91117,0.057577,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\red_bicycle\runtime\artifacts\cand_96cbb793a4e9.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\red_bicycle\runtime\artifacts\cand_98f532d498ae.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\red_bicycle\runtime\artifacts\cand_db5fc9b33239.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\sampler_slice\line_search\red_bicycle\trace_report.html
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,exploit_orthogonal,winner_average,winner_only,5,0.882369,0.926941,0.044572,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\red_bicycle\runtime\artifacts\cand_1d2d9c44e504.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\red_bicycle\runtime\artifacts\cand_34f81a55a76c.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\red_bicycle\runtime\artifacts\cand_34f81a55a76c.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\feedback_slice\winner_average_winner_only\red_bicycle\trace_report.html
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,exploit_orthogonal,linear_preference,winner_only,5,0.865023,0.925318,0.060294,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\red_bicycle\runtime\artifacts\cand_1f88a9c9b34b.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\red_bicycle\runtime\artifacts\cand_d2e49d0e2bc9.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\linear_winner_only\red_bicycle\runtime\artifacts\cand_d2e49d0e2bc9.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\feedback_slice\linear_winner_only\red_bicycle\trace_report.html
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,red_bicycle,Red bicycle street photo,exploit_orthogonal,score_weighted_preference,scalar_rating,5,0.880803,0.91242,0.031617,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\red_bicycle\runtime\artifacts\cand_40462213fa71.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\red_bicycle\runtime\artifacts\cand_567cf67345b5.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\score_weighted_scalar\red_bicycle\runtime\artifacts\cand_ea8ce286115e.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\feedback_slice\score_weighted_scalar\red_bicycle\trace_report.html
feedback_slice,contrastive_top_k,Contrastive + top-k ranking,red_bicycle,Red bicycle street photo,exploit_orthogonal,contrastive_preference,top_k,5,0.818228,0.911277,0.09305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\red_bicycle\runtime\artifacts\cand_d3a22e392142.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\red_bicycle\runtime\artifacts\cand_ce4330421814.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\contrastive_top_k\red_bicycle\runtime\artifacts\cand_8abf12fa1c6e.png,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,runs\feedback_slice\contrastive_top_k\red_bicycle\trace_report.html
